MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,4043,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Average,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,BLQ,156,186,1069,GasA,Good,Y,SBrkr,1069,0,1069,0,1,2,0,2,1,4,Typ,1,Attchd,RFn,2,440,Typical,Paved,0,55,0,0,225,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.627169,42.050595,
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2179,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,785,855,GasA,Good,Y,SBrkr,855,601,1456,0,0,2,1,3,1,6,Typ,1,Attchd,RFn,2,460,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.625709,42.050441,
One_and_Half_Story_Unfinished_All_Ages,Residential_High_Density,60,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,One_and_Half_Unf,Fair,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Fair,No,Unf,7,Unf,0,784,784,GasA,Typical,N,FuseA,784,0,784,0,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,360,Fair,Dirt_Gravel,0,0,91,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.680198,42.035287,
Split_or_Multilevel,Residential_Low_Density,65,8385,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SLvl,Very_Good,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,Typical,CBlock,Good,Av,GLQ,3,Unf,0,390,985,GasA,Typical,Y,SBrkr,985,0,985,0,0,2,0,3,1,6,Typ,0,Attchd,Unf,1,328,Typical,Paved,210,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,-93.686888,42.021234,
Two_Story_1946_and_Newer,Residential_Low_Density,65,8200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,847,847,GasA,Excellent,Y,SBrkr,847,1081,1928,0,0,2,1,4,1,8,Typ,1,BuiltIn,Fin,2,434,Typical,Paved,100,48,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.687684,42.015974,
One_and_Half_Story_Unfinished_All_Ages,Residential_Low_Density,55,5500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Unf,Above_Average,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,882,882,GasA,Excellent,Y,SBrkr,882,0,882,0,0,1,0,1,1,4,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2007,WD ,Normal,-93.6133009,42.0380982,
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,10152,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,210,1124,GasA,Excellent,Y,SBrkr,1124,0,1124,1,0,1,0,3,1,6,Typ,1,Attchd,Fin,1,353,Typical,Paved,0,211,180,0,142,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.614251,42.0427,
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,51,10480,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_and_Half_Fin,Average,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,1064,1064,GasA,Excellent,Y,FuseA,1166,0,1639,0,0,1,0,3,1,6,Maj2,0,Detchd,Unf,1,240,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,-93.646735,42.016072,
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10410,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Below_Average,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,672,672,GasA,Typical,Y,SBrkr,694,520,1214,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,3,936,Typical,Paved,216,0,160,0,0,0,No_Pool,Minimum_Privacy,None,0,1,2006,WD ,Family,-93.614049,42.034574,
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,Typical,CBlock,Typical,No,LwQ,4,Unf,0,590,1434,GasA,Typical,Y,SBrkr,1434,0,1434,1,0,2,0,4,1,7,Typ,1,Attchd,RFn,2,528,Typical,Paved,80,21,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.619562,42.05139,
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,CBlock,Typical,No,GLQ,3,Unf,0,369,1150,GasA,Typical,Y,SBrkr,1150,0,1150,0,0,1,0,3,1,6,Typ,0,Attchd,RFn,1,288,Typical,Paved,0,0,0,0,162,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.606744,42.034708,
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,12883,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,256,Typical,PConc,Typical,No,Unf,7,Unf,0,1544,1544,GasA,Excellent,Y,SBrkr,1544,0,1544,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,3,868,Typical,Paved,0,35,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,New,Partial,-93.6528306,42.0612885,
Two_Story_1946_and_Newer,Residential_Low_Density,96,10628,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Gd,Unf,7,Unf,0,835,835,GasA,Excellent,Y,SBrkr,871,941,1812,0,0,2,1,3,1,8,Typ,0,BuiltIn,RFn,2,478,Typical,Paved,146,91,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,-93.69143,42.036001,
One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,2938,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,Typical,PConc,Typical,Av,GLQ,3,Unf,0,330,1368,GasA,Excellent,Y,SBrkr,1511,0,1511,1,0,2,0,2,1,5,Typ,1,Attchd,Fin,2,398,Typical,Paved,130,30,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.640227,42.063185,
Two_Story_1946_and_Newer,Residential_Low_Density,80,9938,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246,Typical,PConc,Typical,No,GLQ,3,Unf,0,300,1050,GasA,Excellent,Y,SBrkr,1062,887,1949,1,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,574,Typical,Paved,156,90,0,0,0,0,No_Pool,Good_Privacy,None,0,6,2010,WD ,Normal,-93.682026,42.03068,
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,50,7420,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Artery,Artery,TwoFmCon,One_and_Half_Unf,Above_Average,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,GLQ,3,Unf,0,140,991,GasA,Excellent,Y,SBrkr,1077,0,1077,1,0,1,0,2,2,5,Typ,2,Attchd,RFn,1,205,Typical,Paved,0,4,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,-93.627578,42.034563,
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3010,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Typical,PConc,Typical,Av,GLQ,3,Unf,0,1232,1248,GasA,Excellent,Y,SBrkr,1248,0,1248,0,0,2,0,2,1,5,Typ,0,Attchd,Fin,2,438,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2006,New,Partial,-93.642261,42.063301,
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,11100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,PConc,Typical,Mn,LwQ,4,Unf,0,0,1080,GasA,Typical,N,SBrkr,1080,400,1480,1,0,1,0,4,1,7,Typ,1,Attchd,Unf,1,253,Typical,Paved,0,0,68,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.66057,42.023945,
